AU,TI,SO,AB,PY,VL,DI
"Boscaro, V; Rossi, A; Vannini, C; Verni, F; Fokin, SI; Petroni, G",Strengths and Biases of High-Throughput Sequencing Data in the Characterization of Freshwater Ciliate Microbiomes,MICROBIAL ECOLOGY,"Molecular surveys of eukaryotic microbial communities employing high-throughput sequencing (HTS) techniques are rapidly supplanting traditional morphological approaches due to their larger data output and reduced bench work time. Here, we directly compare morphological and Illumina data obtained from the same samples, in an effort to characterize ciliate faunas from sediments in freshwater environments. We show how in silico processing affects the final outcome of our HTS analysis, providing evidence that quality filtering protocols strongly impact the number of predicted taxa, but not downstream conclusions such as biogeography patterns. We determine the abundance distribution of ciliates, showing that a small fraction of abundant taxa dominates read counts. At the same time, we advance reasons to believe that biases affecting HTS abundances may be significant enough to blur part of the underlying biological picture. We confirmed that the HTS approach detects many more taxa than morphological inspections, and highlight how the difference varies among taxonomic groups. Finally, we hypothesize that the two datasets actually correspond to different conceptions of diversity, and consequently that neither is entirely superior to the other when investigating environmental protists.",2017,73,10.1007/s00248-016-0912-8
"Thornhill, DJ; Howells, EJ; Wham, DC; Steury, TD; Santos, SR","Population genetics of reef coral endosymbionts (Symbiodinium, Dinophyceae)",MOLECULAR ECOLOGY,"Symbiodinium is a diverse genus of unicellular dinoflagellate symbionts associating with various marine protists and invertebrates. Although the broadscale diversity and phylogenetics of the Symbiodinium complex is well established, there have been surprisingly few data on fine-scale population structure and biogeography of these dinoflagellates. Yet population-level processes contribute strongly to the biology of Symbiodinium, including how anthropogenic-driven global climate change impacts these symbionts and their host associations. Here, we present a synthesis of population-level characteristics for Symbiodinium, with an emphasis on how phylogenetic affinities, dynamics within and among host individuals, and a propensity towards clonality shape patterns on and across reefs. Major inferences include the following: (i) Symbiodinium populations within individual hosts are comprised mainly of cells belonging to a single or few genetic clones. (ii) Symbiont populations exhibit a mixed mode of reproduction, wherein at least one sexual recombination event occurs in the genealogy between most genotypes, but clonal propagation predominates overall. (iii) Mutualistic Symbiodinium do not perpetually persist outside their hosts, instead undergoing turnover and replacement via the continuous shedding of viable clonal cells from host individuals. (iv) Symbiont populations living in the same host, but on different reefs, are often genetically subdivided, suggesting low connectivity, adaptation to local conditions, or prolific asexual reproduction and low effective population sizes leading to disproportionate success within and among hosts. Overall, this synthesis forms a basis for future investigations of coral symbiosis ecology and evolution as well as delimitation of species boundaries in Symbiodinium and other eukaryotic microorganisms.",2017,26,10.1111/mec.14055
"Murphy, HA",Harnessing the power of digital droplet PCR to conduct real-world microbial competitions,MOLECULAR ECOLOGY RESOURCES,"The budding yeast, Saccharomyces cerevisiae, has a long and storied history as a model organism for genetic, cellular and molecular biological research. More recently, researchers have sought to understand the ecology and evolution of its sister species, Saccharomyces paradoxus, in part to put our vast knowledge of the model yeast into its natural context (Replansky et al.2008). However, the research tools have been limited, and most investigations into natural populations have either been descriptions of patterns of biogeography or taken the organism back into the laboratory for mating, growth and competition assays (Kuehne et al. 2007; Miller & Greig 2015; Murphy & Zeyl 2015; Samani et al. 2015). The link between what occurs out in the real world and what is measured in the laboratory has not yet been made, as so much is still unknown about the natural history of these yeasts. In this issue of Molecular Ecology Resources, Boynton et al. (2016) take a major step towards bridging laboratory studies with field ecological research. By isolating a panel of S. paradoxus strains from a wooded area, culturing them in the laboratory, reintroducing pairs back into their habitat on natural substrate and monitoring the frequency of individual strains using digital droplet PCR, the researchers were able to use the framework of laboratory-based microbial competitions, but conduct them in a natural setting. While there is still more to learn about how to optimize this approach, it represents an exciting step in microbial ecological research and should prove an important tool for other species and numerous ecological questions.",2017,17,10.1111/1755-0998.12611
"Petroff, AP; Tejera, F; Libchaber, A",Subsurface Microbial Ecosystems: A Photon Flux and a Metabolic Cascade,JOURNAL OF STATISTICAL PHYSICS,"Mud is a porous medium containing a high density of diverse microorganisms. It is out of equilibrium as the energy from a photon flux is dissipated by a cascade of biochemical reactions, mediated by the metabolisms of the constituent organisms. Despite its complexity, microbes in nature self-organize into simple reproducible patterns. We present two experiments in which the dynamics of natural mud coming to steady state are observed and modeled. In the first, the oxygen gradient produced by cyanobacteria in an imposed light gradient is measured. In the second, a thin front of oxygen-consuming microbes forms at the penetration depth of oxygen and moves with the changing oxygen gradient.",2017,167,10.1007/s10955-016-1700-z
"Likar, M; Stres, B; Rusjan, D; Potisek, M; Regvar, M",Ecological and conventional viticulture gives rise to distinct fungal and bacterial microbial communities in vineyard soils,APPLIED SOIL ECOLOGY,"The new ecological approach to viticulture emphasises ecologically sound grape production and recognizes the importance of grapevine (Vitis vinifera) interactions with soil microbial communities. Due to different viticulture measures, distinctly different microbial communities can form, which affects the potentially beneficial interactions with the grapevines. Therefore, the objective of the present study was to identify differences in the community structures of fungal and bacterial soil communities on a landscape scale, and to relate these to the type and duration of soil management, and to within vineyard habitats. Soil fungal and bacterial communities were screened in vineyards with different soil management (ecological, conventional) and ages (3, 10, 35 years). In each vineyard, 35 rhizosphere soil samples were acquired from beneath the grapevines and between the rows, using a grid covering of 240 m(2) per vineyard. Automated ribosomal intergenic spacer analysis of the microbial soil samples was carried out, with the microbial lifeforms compared among the vineyards (bacteria vs. fungi). There was high variability in the local microbial diversity for all of the sampled plots, with significant differences among the vineyards under ecological and conventional soil management. In comparison to fungi, soil management and age of vineyard had significantly greater impact on bacteria. Microbial communities showed no general overlap in diversity spots or simultaneous changes in community composition along the sampling grids. These results suggest that the microbial communities reflect the influences of highly localised biogeographic factors and vineyard management, with the most profound effects observed after deep tillage. Furthermore, fungal and bacterial communities forming in the vineyard soils appear to be influenced by different sets of environmental factors. (C) 2017 Elsevier B.V. All rights reserved.",2017,113,10.1016/j.apsoil.2017.02.007
"Schmidt, SK; Darcy, JL; Sommers, P; Gunawan, E; Knelman, JE; Yager, K","Freeze-thaw revival of rotifers and algae in a desiccated, high-elevation (5500 meters) microbial mat, high Andes, Peru",EXTREMOPHILES,"This is the first study of the highest elevation cyanobacteria-dominated microbial mat yet described. The desiccated mat was sampled in 2010 from an ephemeral rock pool at 5500 m above sea level in the Cordillera Vilcanota of southern PerA. After being frozen for 6 years at -20 A degrees C in the lab, pieces of the mat were sequenced to fully characterize both the 16 and 18S microbial communities and experiments were conducted to determine if organisms in the mat could revive and become active under the extreme freeze-thaw conditions that these mats experience in the field. Sequencing revealed an unexpectedly diverse, multi-trophic microbial community with 16S OTU richness comparable to similar, seasonally desiccated mats from the Dry Valleys of Antarctica and low elevation sites in the Atacama Desert region. The bacterial community of the mat was dominated by phototrophs in the Cyanobacteria (Nostoc) and the Rhodospirillales, whereas the eukaryotic community was dominated by predators such as bdelloid rotifers (Philodinidae). Microcosm experiments showed that bdelloid rotifers in the mat were able to come out of dormancy and actively forage even under realistic field conditions (diurnal temperature fluctuations of -12 A degrees C at night to  27 A degrees C during the day), and after being frozen for 6 years. Our results broaden our understanding of the diversity of life in periodically desiccated, high-elevation habitats and demonstrate that extreme freeze-thaw cycles per se are not a major factor limiting the development of at least some members of these unique microbial mat systems.",2017,21,10.1007/s00792-017-0926-2
"Becker, JC; Rodibaugh, KJ; Hahn, D; Nowlin, WH",Bacterial community composition and carbon metabolism in a subtropical riverscape,HYDROBIOLOGIA,"To better understand the interaction between the abundance and composition of bacterial communities, physicochemical conditions, and bacterial metabolic function, we studied the patterns of bacterial community composition and metabolic function in relation to nutrients, land use, and network position in a large subtropical river. Composition varied across the watershed, and with variation in nutrients in particular. Although these changes were partially driven by overall abundance, bacterial groups responded to nutrients differently across the watershed. Most groups were correlated with suspended particulate materials, yet, abundance of beta-proteobacteria was highest with elevated nitrate, and abundance of Actinobacteria was highest with elevated soluble reactive phosphate. Land use weakly influenced composition. Landscape position influenced composition, with downstream mainstem riverine sites differing from more upstream and tributary sites. Both production and respiration were influenced by temperature and organic carbon, but we found that production and growth efficiency were not directly related. Production peaked at intermediate levels of abundance, but no groups were correlated with production. Respiration by free-floating bacteria was positively correlated with proportional abundance of alpha-proteobacteria, gamma-proteobacteria, and Actinobacteria. Finally, we found that land use was a relatively weak influence on community composition, but that variation in nutrients was relatively important for both composition and function.",2017,792,10.1007/s10750-016-3058-2
"Becerra-Castro, C; Lopes, AR; Teixeira, S; Silva, MEF; Pimenta, E; Manaia, CM; Nunes, OC","Characterization of bacterial communities from Masseiras, a unique Portuguese greenhouse agricultural system",ANTONIE VAN LEEUWENHOEK INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY,"Masseiras is an ancient Portuguese agriculture system, where soil was developed from sand dunes enriched with seaweeds over more than a century. Due to the importance for the local economy, this system evolved for greenhouse structures. In this study we compared the bacterial community composition and structure of Masseiras soil, aiming at assessing the potential impact of different agricultural practices. The bulk soil of two greenhouses (following or not the recommended agriculture good practices, FGP and NFGP, respectively) was compared based on their physicochemical properties and bacterial community. In both FGP and NFGP, Proteobacteria, Acidobacteria, Actinobacteria, Bacteroidetes, Firmicutes, and Gemmatimonadetes were in a proportion of 5:1:1:1:1:1. However, the bacterial community of soil FGP was richer and more diverse than that of soil NFGP. Members of the classes Bacilli and Gemm-1, with higher relative abundance in NFGP and FGP, respectively, were those contributing most for distinguishing the bacterial communities of both soils. The differences in the structure of the bacterial communities correlated (Mantel test) with some soil physicochemical properties, such as electrical conductivity and nitrate and Zn contents, which were significantly higher in soil NFGP than in soil FGP.",2017,110,10.1007/s10482-017-0833-7
"Yao, Q; Liu, JJ; Yu, ZH; Li, YS; Jin, J; Liu, XB; Wang, GH",Changes of bacterial community compositions after three years of biochar application in a black soil of northeast China,APPLIED SOIL ECOLOGY,"Although biochar has been widely evaluated as a soil-amendment, the response of soil bacterial community to biochar addition, especially after several years addition, has not yet been fully understood. Here, we studied the effect of a single addition of biochar on bacterial community compositions in a black soil of northeast China. The biochar was added with dosages of 0%, 2%, 4% and 8% of the total mass of the top 20 cm soils in the spring of 2012, and soil samples were collected seasonally four times in 2014. The abundance and composition of bacterial community were determined using quantitative real-time PCR and Illumina MiSeq sequencing methods, respectively. The results showed that soil pH, moisture, total C, total N, total P, NO3--N, available K and the C/N ratio significantly increased with biochar addition, but that soil bulk density and total K content decreased. The bacterial abundance increased with biochar addition, especially at a higher dosage. The biochar addition increased the alpha-diversity of soil bacterial community and changed the bacterial community compositions. Taxonomic analyses showed that Proteobacteria, Acidobacteria, Actinobacteria, Chloroflexi and Bacteroidetes were the dominant phyla in this study, and the relative abundances of Acidobacteria decreased but Chloroflexi increased with biochar addition. Additionally, biochar addition increased the relative abundances of Bacillus and Pedomicrobium, but decreased the relative abundance of Bradyrhizobium. Canonical correspondence analysis indicated that bacterial community compositions were closely associated with soil parameters such as pH, total C, total N and total K. Given the changes of these soil parameters were highly correlated with the amounts of biochar addition, which suggested that the impacts of long-term biochar amendment on the soil bacterial community were linked to the alteration of soil physiochemical properties. (C) 2017 Elsevier B.V. All rights reserved.",2017,113,10.1016/j.apsoil.2017.01.007
"Tucker, CM; Cadotte, MW; Carvalho, SB; Davies, TJ; Ferrier, S; Fritz, SA; Grenyer, R; Helmus, MR; Jin, LS; Mooers, AO; Pavoine, S; Purschke, O; Redding, DW; Rosauer, DF; Winter, M; Mazel, F","A guide to phylogenetic metrics for conservation, community ecology and macroecology",BIOLOGICAL REVIEWS,"The use of phylogenies in ecology is increasingly common and has broadened our understanding of biological diversity. Ecological sub-disciplines, particularly conservation, community ecology and macroecology, all recognize the value of evolutionary relationships but the resulting development of phylogenetic approaches has led to a proliferation of phylogenetic diversity metrics. The use of many metrics across the sub-disciplines hampers potential meta-analyses, syntheses, and generalizations of existing results. Further, there is no guide for selecting the appropriatemetric for a given question, and different metrics are frequently used to address similar questions. To improve the choice, application, and interpretation of phylo-diversity metrics, we organize existing metrics by expanding on a unifying framework for phylogenetic information. Generally, questions about phylogenetic relationships within or between assemblages tend to ask three types of question: how much; how different; or how regular? We show that these questions reflect three dimensions of a phylogenetic tree: richness, divergence, and regularity. We classify 70 existing phylo-diversity metrics based on their mathematical form within these three dimensions and identify anchor representatives: for alpha-diversity metrics these are PD (Faiths phylogenetic diversity), MPD (mean pairwise distance), and VPD (variation of pairwise distances). By analysing mathematical formulae and using simulations, we use this framework to identify metrics that mix dimensions, and we provide a guide to choosing and using the most appropriate metrics. We show that metric choice requires connecting the research question with the correct dimension of the framework and that there are logical approaches to selecting and interpreting metrics. The guide outlined herein will help researchers navigate the current jungle of indices.",2017,92,10.1111/brv.12252
