AU,TI,SO,AB,PY,VL,DI
"Blanco, S; Olenici, A; Ortega, F; Jimenez-Gomez, F; Guerrero, F",Identifying environmental drivers of benthic diatom diversity: the case of Mediterranean mountain ponds,PEERJ,"This study aims at elucidating the environmental factors controlling benthic diatom diversity and uniqueness in Mediterranean mountain ponds. Samples of periphytic diatoms were collected in 45 ponds in Andalusia, south of Spain, and analysed by standard methods. Data analysis reveals that diatom diversity is mainly controlled by elevation and hydroperiod. Contrary to the usual findings in the literature, the highest scores on Shannons diversity index were found in high-elevation temporary ponds, but this effect is hidden by lake clustering in the analysed dataset. Significant distance-decay similarity (DDS) trends were detected in the analysis of floristic composition among the samples, stressing the importance of spatial factors that may override the effect of other abiotic factors. These findings highlight the role of isolation and dispersal limitation in the configuration of the biogeographical patterns of benthic diatoms.",2020,8,10.7717/peerj.8825
"Liu, JW; Zhu, SQ; Liu, XY; Yao, P; Ge, TT; Zhang, XH",Spatiotemporal dynamics of the archaeal community in coastal sediments: assembly process and co-occurrence relationship,ISME JOURNAL,"Studies of marine benthic archaeal communities are updating our view of their taxonomic composition and metabolic versatility. However, large knowledge gaps remain with regard to community assembly processes and inter taxa associations. Here, using 16S rRNA gene amplicon sequencing and qPCR, we investigated the spatiotemporal dynamics, assembly processes, and co-occurrence relationships of the archaeal community in 58 surface sediment samples collected in both summer and winter from across similar to 1500 km of the eastern Chinese marginal seas. Clear patterns in spatiotemporal dynamics in the archaeal community structure were observed, with a more pronounced spatial rather than seasonal variation. Accompanying the geographic variation was a significant distance-decay pattern with varying contributions from different archaeal clades, determined by their relative abundance. In both seasons, dispersal limitation was the most important process, explaining similar to 40% of the community variation, followed by homogeneous selection and ecological drift, that made an approximately equal contribution (similar to 30%). This meant that stochasticity rather than determinism had a greater impact on the archaeal community assembly. Furthermore, we observed seasonality in archaeal co-occurrence patterns: closer inter-taxa connections in winter than in summer, and unmatched geographic patterns between community composition and co-occurrence relationship. These results demonstrate that the benthic archaeal community was assembled under a seasonal-consistent mechanism but the co-occurrence relationships changed over the seasons, indicating complex archaeal dynamic patterns in coastal sediments of the eastern Chinese marginal seas.",,,10.1038/s41396-020-0621-7
"Bai, CR; Cai, J; Zhou, L; Jiang, XY; Hu, Y; Dai, JY; Shao, KQ; Tang, XM; Yang, XD; Gao, G","Geographic Patterns of Bacterioplankton among Lakes of the Middle and Lower Reaches of the Yangtze River Basin, China",APPLIED AND ENVIRONMENTAL MICROBIOLOGY,"The revolution of molecular techniques has revealed that the composition of natural bacterial communities normally includes a few abundant taxa and many rare taxa. Unraveling the mechanisms underlying the spatial assembly process of both abundant and rare bacterial taxa has become a central goal in microbial ecology. Here, we used high-throughput sequencing to explore geographic patterns and the relative importance of ecological processes in the assembly of abundant and rare bacterial subcommunities from 25 lakes across the middle and lower reaches of Yangtze River basin (MLYB), located in Southeast China, where most of the lakes are interconnected by river networks. We found similar biogeographic patterns of abundant and rare subcommunities which could significantly distinguish the community compositions of the two lake groups that were far from each other but which could not distinguish the community compositions of the nearby lakes. Both abundant and rare bacteria followed a strong distance-decay relationship. These findings suggest that the interconnectivity between lakes homogenizes the bacterial communities in local areas, and the abundant and rare taxa therein may be affected by the same ecological process. In addition, based on the measured environmental variables, the deterministic processes explain a small fraction of variation within both abundant and rare subcommunities, while both neutral and null models revealed a high stochasticity ratio for the spatial distribution patterns of both abundant and rare taxa. These findings indicate that the stochastic processes exhibited a greater influence on both abundant and rare bacterial subcommunity assemblies among interconnected lakes. IMPORTANCE The middle and lower Yangtze Plain is a typical floodplain in which many lakes connect with each other, especially in the wet season. More importantly, with the frequent change of regional water level in the wet season, there is a mutual hydrodynamic exchange among these lakes. The microbial biogeography among these interconnected lakes is still poorly understood. This study aims to unravel the mechanisms underlying the assembly process of abundant and rare bacteria among the interconnected lakes in the middle and lower Yangtze Plain. Our findings will provide a deeper understanding of the biogeographic patterns of rare and abundant bacterial taxa and their determined processes among interconnected aquatic habitats.",2020,86,10.1128/AEM.02423-19
"Su, YG; Chen, YW; Padilla, FM; Zhang, YM; Huang, G",The influence of biocrusts on the spatial pattern of soil bacterial communities: A case study at landscape and slope scales,SOIL BIOLOGY & BIOCHEMISTRY,"Biocrusts are a functional unit in arid and semiarid areas, their development has significant recruitment and screening effects on soil microbial communities. Microbial composition of biocrusts exhibits significant geographical patterns, but the regulation of biocrust development on the geographical patterns in unclear. In this study, we examined bacterial communities from cyanobacterial-lichen and moss crust soils in five desert habitats in northern China, and evaluated the relative importance of environmental factors and biocrust development versus geographic distance to the distance-decay relationship. To explore the effects of the sampling scale on geographical patterns, we also examined soil bacterial communities along the slope of sand dunes. Across the five desert habitats, bacterial a-diversity, phylogenetic diversity, and the dominant bacterial phyla in cyanobacteriallichen crusts did not increase consistently with precipitation increase, instead bacterial community composition was mainly impacted by soil nutrients (SOC, TP) and biocrust development (thickness, cover and Chl a). Bacterial p-diversity in both cyanobacterial-lichen and moss crusts showed strong distance-decay relationships across the landscape scale; bacterial community composition in cyanobacterial-lichen crusts differed significantly among five desert habitats. Environmental and biocrust development variables explained bacterial community variation better than geographic distance, suggesting a weaker influence of dispersal limitation on the bacterial communities in biocrusts. In addition, the distance-decay rate was higher at the slope than that at the landscape scale, suggesting a fast turnover rate of bacterial community communities induced by topography. Our study implies that soil attributes and biocrust development have more profound impacts on soil bacterial communities than precipitation, which provides novel insights into the geographical distribution and assemblage of soil bacterial communities in deserts. Moreover, our study is significant with respect to understanding the potential responses of soil microbial communities to climate change in desert areas under the scenario of increasing precipitation variation.",2020,142,10.1016/j.soilbio.2020.107721
"Behera, P; Mohapatra, M; Kim, JY; Rastogi, G",Benthic archaeal community structure and carbon metabolic profiling of heterotrophic microbial communities in brackish sediments,SCIENCE OF THE TOTAL ENVIRONMENT,"Benthic Archaea play a crucial role in the biogeochemical cycles and food webs, however, their spatiotemporal distribution and environmental drivers are not well investigated in brackish sediments. The composition and abundances of benthic archaeal communities were examined from a coastal lagoon; Chilika (India) which is experiencing an intense pressure from anthropogenic and natural factors. High-throughput sequencing of 16S rRNA genes revealed that sediment (n = 96) archaeal communities were largely composed of Crenarchaeota (18.76%), Euryarchaeota (18.34%), Thaumarchaeota (13.45%), Woesearchaeota (10.05%), and Pacearchaeota (4.21%). Archaeal Laxa affiliated to methanogens, sulfate-reducers, and ammonia-oxidizers were detected suggesting that carbon, sulfur, and nitrogen cycles might be prominent in benthic sediments. Salinity, total organic carbon, available nitrogen, available phosphorus, macrophyte (Phragmites karka) and inter-taxa relationships between community members and with bacterial communities played steering roles in structuring the archaeal communities. Marine sites with mesohaline-polyhaline regime were dominated by Nitrosopumilus and Thaumarchaeota. In contrast, riverine sites with oligohaline regime demonstrated a higher abundance of Thermoprotei. Macrophyte dominated zones were enriched in Methanomicrobia and Methanobacteria in their rhizosphere sediments, whereas, bulk (un-vegetated) sediments were dominated by Nitrosopurmilus. Spatial patterns in archaeal communities demonstrated distance-decay patterns which were correlated with changes in physicochemical factors over geographical distances. Heterotrophic microbial communities showed much higher metabolic diversity and activity in their carbon utilization profiles in rhizosphere sediments than the bulk sediments. This baseline information on benthic archaea and their environmental drivers would be useful to assess the impact of anthropogenic and natural pressures on these communities and associated biogeochemical cycles. (C) 2019 Elsevier B.V. All rights reserved.",2020,706,10.1016/j.scitotenv.2019.135709
"Mohapatra, M; Behera, P; Kim, JY; Rastogi, G",Seasonal and spatial dynamics of bacterioplankton communities in a brackish water coastal lagoon,SCIENCE OF THE TOTAL ENVIRONMENT,"Coastal ecosystems, one of the most productive ecosystems, are subjected to natural and anthropogenic stresses. Coastal bacterioplankton communities are highly dynamic due to spatiotemporal heterogeneity in the environmental parameters. We investigated the seasonal and spatial variation in bacterioplankton communities, their abundances and environmental drivers during one year period in Chilika, a brackish water coastal lagoon of India. High-throughput sequencing of 16S rRNA genes of bacterioplankton communities showed that they were dominated by heterotrophs namely alpha-Proteobacteria SAR11 and their sub-clades (SAR11_Ib Chesapeake-Delaware_Bay, Candidatus_Pelagibacter, and SAR11_Surface_1), acti-nobacterial lineages (hgcI, CL500-29, and Candidatus_Aquiluna), beta-Proteobacteria MWH-UniP1 , beta-Proteobacteria OM43, and verrucomicrobial Glade Spartobacteria LD29. Synechococcus was the dominant member within autotrophic cyanobacterial community. Response ratio derived from comparisons of taxon-specific absolute abundances and indicator analyses showed that SAR11_Surface_1 sub-Glade occupied high-salinity environment especially during summer and winter and emerged as a strong indicator for mesohaline-polyhaline salinity regime. In contrast, Spartobacteria LD29, Actinobacteria hgcI, and CL500-29 preferred low-salinity freshwater environment and were strong indicators for oligohaline-mesohaline regimes. Spatiotemporal patterns were governed by distance-decay and similarity-time relationships. Bacterioplankton communities were mostly determined by salinity, dissolved oxygen, phosphate, and pH which resulted species sorting leading to biogeographical patterns in the bacterioplankton communities. Modeling analysis revealed the characteristic shift in the indicator bacterioplankton taxa along with estuarine salinity gradient. This study has provided baseline information on the bacterioplankton communities and their environmental drivers within an anthropogenically impacted cyclone prone coastal lagoon which would be useful in assessing the impact of multiple stressors on this vulnerable ecosystem. (C) 2019 Elsevier B.V. All rights reserved.",2020,705,10.1016/j.scitotenv.2019.134729
"Marmen, S; Blank, L; Al-Ashhab, A; Malik, A; Ganzert, L; Lalzar, M; Grossart, HP; Sher, D",The Role of Land Use Types and Water Chemical Properties in Structuring the Microbiomes of a Connected Lake System,FRONTIERS IN MICROBIOLOGY,"Lakes and other freshwater bodies are intimately connected to the surrounding land, yet to what extent land-use affects the quality of freshwater and the microbial communities living in various freshwater environments is largely unknown. We address this question through an analysis of the land use surrounding 46 inter-connected lakes located within seven different drainage basins in northern Germany, and the microbiomes of these lakes during early summer. Lake microbiome structure was not correlated with the specific drainage basin or by basin size, and bacterial distribution did not seem to be limited by distance. Instead, land use within the drainage basin could predict, to some extent, NO2  NO3 concentrations in the water, which (together with temperature, chlorophyll a and total phosphorus) correlated to some extent with the water microbiome structure. Land use directly surrounding the water bodies, however, had little observable effects on water quality or the microbiome. Several microbial lineages, including Cyanobacteria and Verrucomicrobia, were differentially partitioned between the lakes. Significantly more data, including time-series measurements of land use and water chemical properties, are needed to fully understand the interaction between the environment and the organization of microbial communities.",2020,11,10.3389/fmicb.2020.00089
"Chen, J; Wang, PF; Wang, C; Wang, X; Miao, LZ; Liu, S; Yuan, QS; Sun, SH",Distinct Assembly Mechanisms Underlie Similar Biogeographic Patterns of Rare and Abundant Bacterioplankton in Cascade Reservoirs of a Large River,FRONTIERS IN MICROBIOLOGY,"Bacterioplankton communities commonly consist of few highly abundant species and a large number of rare species that play key roles in biogeochemical cycles of aquatic ecosystems. However, little is known about the biogeographic assemblies of these communities, especially in large rivers suffering from cascade dam regulation. Here, we used a 16S rRNA gene amplicon sequencing approach to investigate the biogeographic patterns and underlying assembly mechanisms of abundant and rare bacterioplankton taxa in cascade reservoirs of the Jinsha River in China. The results revealed species loss of bacterioplankton due to dam construction, which was more significant for rare taxa than for abundant ones. The distributions of abundant and rare taxa exhibited similar spatial and temporal patterns, which were significantly distinct between winter and summer and between upstream and downstream reservoirs. Both spatial (dispersal-related process) and environmental (selection process) factors seemed to together govern the assembly and biogeography of abundant and rare taxa, although both factors explained only a small fraction of variation in the rare taxa. More importantly, environmental factors explained more community variation in abundant sub-community than that in rare sub-community. Co-occurrence network analysis revealed that abundant species with closer interactions were more often located in a central position of the network compared with rare species. Nevertheless, half of the keystone species were rare species and may play important roles in maintaining the network stability. Overall, these findings indicate that distinct assembly mechanisms underlie the similar biogeography of rare and abundant bacteria in cascade reservoirs of a large river.",2020,11,10.3389/fmicb.2020.00158
"Su, ZG; Li, AL; Chen, JY; Huang, B; Mu, QL; Chen, LJ; Wen, DH","Wastewater discharge drives ARGs spread in the coastal area: A case study in Hangzhou Bay, China",MARINE POLLUTION BULLETIN,"The distribution of 14 ARGs, intI1, and 16S rDNA were analysed in 4 wastewater treatment plants (WWTPs), 2 effluent receiving areas (ERAs), and Hangzhou Bay (HZB). The results showed that each integrated WWTP (IWWTP) received higher abundance of ARGs than pharmaceutical WWTPs (PWWTPs), and IWWTPs removed ARGs more efficiently than PWWTPs. The WWTP effluents greatly contributed to the ARGs pollution in the water environments of the ERAs and HZB, and the total abundance of the ARGs displayed a distance decay pattern. In coastal sediments, more ARGs were accumulated in remote sites. The correlation analysis showed that the occurrence of ARGs was more related to 16S rDNA and intI1 in the WWTPs. Three macrolides resistance genes (ermB, mphA, and vatB) had strong correlations with 16S rDNA and intI1 in all the sample groups. Our study clearly reveals the link between land WWTPs discharge and emerging pollution of ARGs in coastal environments.",2020,151,10.1016/j.marpolbul.2019.110856
"Vilmi, A; Zhao, WQ; Picazo, F; Li, MJ; Heino, J; Soininen, J; Wang, JJ",Ecological processes underlying community assembly of aquatic bacteria and macroinvertebrates under contrasting climates on the Tibetan Plateau,SCIENCE OF THE TOTAL ENVIRONMENT,"Understanding the role of climatic variation on biodiversity is of chief importance due to the ongoing biodiversity loss and climate change. Freshwaters, one of the most threatened ecosystems in the world, offer a valuable context to study biodiversity patterns of distinct organism groups in relation to climatic variation. In the Tibetan Plateau biodiversity hotspot - Hengduan Mountain region, we studied the effects of climate and local physico-chemical factors on stream microorganisms (i.e. bacteria) and macroorganisms (i.e. macroinvertebrates) in two parallel catchments with contrasting precipitation and temperature, that is, the Nujiang and Lancang Rivers. Diversities and community structures were better explained by climatic and local environmental variables in the drier and colder catchment and at higher elevations, than in the warmer and wetter conditions and at lower elevations. This suggests that communities may be more strongly assembled by deterministic processes in the former, comparatively harsher conditions, compared to the latter, more benign conditions. Macroinvertebrates were more strongly affected by climatic and local environmental factors compared to bacteria, but the diversities and community structures of the two groups showed spatially similar responses to overall abiotic variation, being especially evident with their community structures responses to climate. Furthermore, bacterial and macroinvertebrate diversities were positively correlated in the drier and colder catchment, implying that these biologically and ecologically distinct organism groups are likely to be driven by similar processes in areas with such climatic conditions. We conclude that changes in climatic and local environmental conditions may affect the diversity of macroorganisms more strongly than that of microorganisms, at least in subtropical mountainous stream ecosystems studied here, but simultaneous responses of both groups to environmental changes can also be expected. (C) 2019 Elsevier B.V. All rights reserved.",2020,702,10.1016/j.scitotenv.2019.134974
